timestamp,container,cpu_perc,mem_usage,net_io,block_io,pg_connections,redis_clients
2026-09-05T13:00:08.065192+00:00,dnk_backend,7.28%,314.1MiB / 3.825GiB,6.76MB / 9.16MB,157MB / 274kB,9,2
2026-09-05T13:00:08.065192+00:00,dnk_redis,3.20%,39.6MiB / 3.825GiB,1.24MB / 742kB,31.2MB / 0B,9,2
2026-09-05T13:00:08.065192+00:00,dnk_postgres,0.01%,65.84MiB / 3.825GiB,2.24MB / 1.87MB,40.5MB / 55.9MB,9,2
2026-09-05T13:00:08.065192+00:00,dnk_pgvector,0.00%,45.31MiB / 3.825GiB,2.32kB / 126B,28.2MB / 307kB,9,2
2026-09-05T13:00:08.065192+00:00,cranky_kowalevski,0.00%,16.02MiB / 3.825GiB,872B / 126B,0B / 0B,8,2
2026-09-05T13:00:08.065192+00:00,gracious_bhaskara,0.00%,38.51MiB / 3.825GiB,1.82kB / 126B,24.2MB / 0B,8,2
2026-09-05T13:00:08.065192+00:00,dnk_frontend,0.00%,131.2MiB / 3.825GiB,2.4kB / 126B,106MB / 0B,8,2
2026-09-05T13:00:08.065192+00:00,dnk_backend,7.28%,314.1MiB / 3.825GiB,6.76MB / 9.16MB,157MB / 274kB,8,2
2026-09-05T13:00:08.065192+00:00,dnk_redis,3.20%,39.6MiB / 3.825GiB,1.24MB / 742kB,31.2MB / 0B,8,2
2026-09-05T13:00:08.065192+00:00,dnk_postgres,0.01%,65.84MiB / 3.825GiB,2.24MB / 1.87MB,40.5MB / 55.9MB,8,2
2026-09-05T13:00:08.065192+00:00,dnk_pgvector,0.00%,45.31MiB / 3.825GiB,2.32kB / 126B,28.2MB / 307kB,8,2
2026-09-05T13:00:15.350644+00:00,cranky_kowalevski,0.00%,16.02MiB / 3.825GiB,872B / 126B,0B / 0B,8,2
2026-09-05T13:00:15.350644+00:00,gracious_bhaskara,0.00%,38.51MiB / 3.825GiB,1.82kB / 126B,24.2MB / 0B,8,2
2026-09-05T13:00:15.350644+00:00,dnk_frontend,0.00%,131.2MiB / 3.825GiB,2.4kB / 126B,106MB / 0B,8,2
2026-09-05T13:00:15.350644+00:00,dnk_backend,0.19%,314.1MiB / 3.825GiB,6.76MB / 9.16MB,157MB / 274kB,8,2
2026-09-05T13:00:15.350644+00:00,dnk_redis,1.09%,39.43MiB / 3.825GiB,1.24MB / 742kB,31.2MB / 0B,8,2
2026-09-05T13:00:15.350644+00:00,dnk_postgres,0.00%,66.05MiB / 3.825GiB,2.24MB / 1.87MB,40.5MB / 55.9MB,8,2
2026-09-05T13:00:15.350644+00:00,dnk_pgvector,0.01%,45.41MiB / 3.825GiB,2.32kB / 126B,28.2MB / 307kB,8,2
2026-09-05T13:00:15.353221+00:00,cranky_kowalevski,0.00%,16.02MiB / 3.825GiB,872B / 126B,0B / 0B,9,2
2026-09-05T13:00:15.353221+00:00,gracious_bhaskara,0.00%,38.51MiB / 3.825GiB,1.82kB / 126B,24.2MB / 0B,9,2
2026-09-05T13:00:15.353221+00:00,dnk_frontend,0.00%,131.2MiB / 3.825GiB,2.4kB / 126B,106MB / 0B,9,2
2026-09-05T13:00:15.353221+00:00,dnk_backend,0.19%,314.1MiB / 3.825GiB,6.76MB / 9.16MB,157MB / 274kB,9,2
2026-09-05T13:00:15.353221+00:00,dnk_redis,1.09%,39.43MiB / 3.825GiB,1.24MB / 742kB,31.2MB / 0B,9,2
2026-09-05T13:00:15.353221+00:00,dnk_postgres,0.00%,66.05MiB / 3.825GiB,2.24MB / 1.87MB,40.5MB / 55.9MB,9,2
2026-09-05T13:00:15.353221+00:00,dnk_pgvector,0.01%,45.41MiB / 3.825GiB,2.32kB / 126B,28.2MB / 307kB,9,2
2026-09-05T13:00:22.632766+00:00,cranky_kowalevski,0.00%,16.02MiB / 3.825GiB,872B / 126B,0B / 0B,9,2
2026-09-05T13:00:22.632766+00:00,gracious_bhaskara,0.00%,38.51MiB / 3.825GiB,1.82kB / 126B,24.2MB / 0B,9,2
2026-09-05T13:00:22.632766+00:00,dnk_frontend,0.00%,131.2MiB / 3.825GiB,2.4kB / 126B,106MB / 0B,9,2
2026-09-05T13:00:22.632766+00:00,dnk_backend,3.75%,314.3MiB / 3.825GiB,6.76MB / 9.16MB,157MB / 274kB,9,2
2026-09-05T13:00:22.632766+00:00,dnk_redis,3.43%,39.5MiB / 3.825GiB,1.24MB / 742kB,31.2MB / 0B,9,2
2026-09-05T13:00:22.632766+00:00,dnk_postgres,0.02%,66.12MiB / 3.825GiB,2.24MB / 1.87MB,40.5MB / 55.9MB,9,2
2026-09-05T13:00:22.632766+00:00,dnk_pgvector,3.02%,45.8MiB / 3.825GiB,2.32kB / 126B,28.2MB / 307kB,9,2
2026-09-05T13:00:22.632789+00:00,cranky_kowalevski,0.00%,16.02MiB / 3.825GiB,872B / 126B,0B / 0B,9,2
2026-09-05T13:00:22.632789+00:00,gracious_bhaskara,0.00%,38.51MiB / 3.825GiB,1.82kB / 126B,24.2MB / 0B,9,2
2026-09-05T13:00:22.632789+00:00,dnk_frontend,0.00%,131.2MiB / 3.825GiB,2.4kB / 126B,106MB / 0B,9,2
2026-09-05T13:00:22.632789+00:00,dnk_backend,3.75%,314.3MiB / 3.825GiB,6.76MB / 9.16MB,157MB / 274kB,9,2
2026-09-05T13:00:22.632789+00:00,dnk_redis,3.43%,39.5MiB / 3.825GiB,1.24MB / 742kB,31.2MB / 0B,9,2
2026-09-05T13:00:22.632789+00:00,dnk_postgres,0.02%,66.12MiB / 3.825GiB,2.24MB / 1.87MB,40.5MB / 55.9MB,9,2
2026-09-05T13:00:22.632789+00:00,dnk_pgvector,3.02%,45.8MiB / 3.825GiB,2.32kB / 126B,28.2MB / 307kB,9,2
2026-09-05T13:00:29.910237+00:00,cranky_kowalevski,0.00%,16.02MiB / 3.825GiB,872B / 126B,0B / 0B,9,3
2026-09-05T13:00:29.910237+00:00,gracious_bhaskara,0.00%,38.51MiB / 3.825GiB,1.82kB / 126B,24.2MB / 0B,9,3
2026-09-05T13:00:29.910237+00:00,dnk_frontend,0.03%,132.6MiB / 3.825GiB,2.4kB / 126B,106MB / 0B,9,3
2026-09-05T13:00:29.910237+00:00,dnk_backend,0.36%,313.9MiB / 3.825GiB,6.76MB / 9.16MB,157MB / 274kB,9,3
2026-09-05T13:00:29.910237+00:00,dnk_redis,1.20%,39.48MiB / 3.825GiB,1.24MB / 742kB,31.2MB / 0B,9,3
2026-09-05T13:00:29.910237+00:00,dnk_postgres,0.00%,65.76MiB / 3.825GiB,2.24MB / 1.87MB,40.5MB / 55.9MB,9,3
2026-09-05T13:00:29.910237+00:00,dnk_pgvector,0.01%,45.51MiB / 3.825GiB,2.32kB / 126B,28.2MB / 307kB,9,3
2026-09-05T13:00:29.912503+00:00,cranky_kowalevski,0.00%,16.02MiB / 3.825GiB,872B / 126B,0B / 0B,9,3
2026-09-05T13:00:29.912503+00:00,gracious_bhaskara,0.00%,38.51MiB / 3.825GiB,1.82kB / 126B,24.2MB / 0B,9,3
2026-09-05T13:00:29.912503+00:00,dnk_frontend,0.03%,132.6MiB / 3.825GiB,2.4kB / 126B,106MB / 0B,9,3
2026-09-05T13:00:29.912503+00:00,dnk_backend,0.36%,313.9MiB / 3.825GiB,6.76MB / 9.16MB,157MB / 274kB,9,3
2026-09-05T13:00:29.912503+00:00,dnk_redis,1.20%,39.48MiB / 3.825GiB,1.24MB / 742kB,31.2MB / 0B,9,3
2026-09-05T13:00:29.912503+00:00,dnk_postgres,0.00%,65.76MiB / 3.825GiB,2.24MB / 1.87MB,40.5MB / 55.9MB,9,3
2026-09-05T13:00:29.912503+00:00,dnk_pgvector,0.01%,45.51MiB / 3.825GiB,2.32kB / 126B,28.2MB / 307kB,9,3
2026-09-05T13:00:37.191363+00:00,cranky_kowalevski,0.00%,16.02MiB / 3.825GiB,872B / 126B,0B / 0B,9,2
2026-09-05T13:00:37.191363+00:00,gracious_bhaskara,0.00%,38.51MiB / 3.825GiB,1.82kB / 126B,24.2MB / 0B,9,2
2026-09-05T13:00:37.191363+00:00,dnk_frontend,0.00%,132.6MiB / 3.825GiB,2.4kB / 126B,106MB / 0B,9,2
2026-09-05T13:00:37.191363+00:00,dnk_backend,0.23%,313.9MiB / 3.825GiB,6.76MB / 9.16MB,157MB / 274kB,9,2
2026-09-05T13:00:37.191363+00:00,dnk_redis,1.18%,39.58MiB / 3.825GiB,1.24MB / 742kB,31.2MB / 0B,9,2
2026-09-05T13:00:37.191363+00:00,dnk_postgres,0.01%,65.89MiB / 3.825GiB,2.24MB / 1.87MB,40.5MB / 55.9MB,9,2
2026-09-05T13:00:37.191363+00:00,dnk_pgvector,0.00%,45.76MiB / 3.825GiB,2.32kB / 126B,28.2MB / 307kB,9,2
2026-09-05T13:00:37.191379+00:00,cranky_kowalevski,0.00%,16.02MiB / 3.825GiB,872B / 126B,0B / 0B,9,2
2026-09-05T13:00:37.191379+00:00,gracious_bhaskara,0.00%,38.51MiB / 3.825GiB,1.82kB / 126B,24.2MB / 0B,9,2
2026-09-05T13:00:37.191379+00:00,dnk_frontend,0.00%,132.6MiB / 3.825GiB,2.4kB / 126B,106MB / 0B,9,2
2026-09-05T13:00:37.191379+00:00,dnk_backend,0.23%,313.9MiB / 3.825GiB,6.76MB / 9.16MB,157MB / 274kB,9,2
2026-09-05T13:00:37.191379+00:00,dnk_redis,1.18%,39.58MiB / 3.825GiB,1.24MB / 742kB,31.2MB / 0B,9,2
2026-09-05T13:00:37.191379+00:00,dnk_postgres,0.01%,65.89MiB / 3.825GiB,2.24MB / 1.87MB,40.5MB / 55.9MB,9,2
2026-09-05T13:00:37.191379+00:00,dnk_pgvector,0.00%,45.76MiB / 3.825GiB,2.32kB / 126B,28.2MB / 307kB,9,2
2026-09-05T13:00:44.480283+00:00,cranky_kowalevski,0.00%,16.02MiB / 3.825GiB,872B / 126B,0B / 0B,9,2
2026-09-05T13:00:44.480283+00:00,gracious_bhaskara,0.00%,38.51MiB / 3.825GiB,1.82kB / 126B,24.2MB / 0B,9,2
2026-09-05T13:00:44.480283+00:00,dnk_frontend,0.00%,132.6MiB / 3.825GiB,2.4kB / 126B,106MB / 0B,9,2
2026-09-05T13:00:44.480283+00:00,dnk_backend,0.27%,314.4MiB / 3.825GiB,6.76MB / 9.16MB,157MB / 274kB,9,2
2026-09-05T13:00:44.480283+00:00,dnk_redis,1.02%,39.47MiB / 3.825GiB,1.24MB / 742kB,31.2MB / 0B,9,2
2026-09-05T13:00:44.480283+00:00,dnk_postgres,0.00%,66.14MiB / 3.825GiB,2.24MB / 1.87MB,40.5MB / 56MB,9,2
2026-09-05T13:00:44.480283+00:00,dnk_pgvector,0.00%,45.52MiB / 3.825GiB,2.32kB / 126B,28.2MB / 307kB,9,2
2026-09-05T13:00:44.472324+00:00,cranky_kowalevski,0.00%,16.02MiB / 3.825GiB,872B / 126B,0B / 0B,9,3
2026-09-05T13:00:44.472324+00:00,gracious_bhaskara,0.00%,38.51MiB / 3.825GiB,1.82kB / 126B,24.2MB / 0B,9,3
2026-09-05T13:00:44.472324+00:00,dnk_frontend,0.00%,132.6MiB / 3.825GiB,2.4kB / 126B,106MB / 0B,9,3
2026-09-05T13:00:44.472324+00:00,dnk_backend,0.27%,314.4MiB / 3.825GiB,6.76MB / 9.16MB,157MB / 274kB,9,3
2026-09-05T13:00:44.472324+00:00,dnk_redis,1.02%,39.47MiB / 3.825GiB,1.24MB / 742kB,31.2MB / 0B,9,3
2026-09-05T13:00:44.472324+00:00,dnk_postgres,0.00%,66.14MiB / 3.825GiB,2.24MB / 1.87MB,40.5MB / 56MB,9,3
2026-09-05T13:00:44.472324+00:00,dnk_pgvector,0.00%,45.52MiB / 3.825GiB,2.32kB / 126B,28.2MB / 307kB,9,3
2026-09-05T13:00:51.759734+00:00,cranky_kowalevski,0.00%,16.02MiB / 3.825GiB,872B / 126B,0B / 0B,8,2
2026-09-05T13:00:51.759734+00:00,gracious_bhaskara,0.00%,38.51MiB / 3.825GiB,1.82kB / 126B,24.2MB / 0B,8,2
2026-09-05T13:00:51.759734+00:00,dnk_frontend,0.01%,131MiB / 3.825GiB,2.4kB / 126B,106MB / 0B,8,2
2026-09-05T13:00:51.759734+00:00,dnk_backend,0.17%,314.4MiB / 3.825GiB,6.76MB / 9.16MB,157MB / 274kB,8,2
2026-09-05T13:00:51.759734+00:00,dnk_redis,1.00%,39.54MiB / 3.825GiB,1.24MB / 742kB,31.2MB / 0B,8,2
2026-09-05T13:00:51.759734+00:00,dnk_postgres,5.01%,66MiB / 3.825GiB,2.24MB / 1.87MB,40.5MB / 56MB,8,2
2026-09-05T13:00:51.759734+00:00,dnk_pgvector,4.94%,45.28MiB / 3.825GiB,2.32kB / 126B,28.2MB / 307kB,8,2
2026-09-05T13:00:51.759733+00:00,cranky_kowalevski,0.00%,16.02MiB / 3.825GiB,872B / 126B,0B / 0B,9,2
2026-09-05T13:00:51.759733+00:00,gracious_bhaskara,0.00%,38.51MiB / 3.825GiB,1.82kB / 126B,24.2MB / 0B,9,2
2026-09-05T13:00:51.759733+00:00,dnk_frontend,0.01%,131MiB / 3.825GiB,2.4kB / 126B,106MB / 0B,9,2
2026-09-05T13:00:51.759733+00:00,dnk_backend,0.17%,314.4MiB / 3.825GiB,6.76MB / 9.16MB,157MB / 274kB,9,2
2026-09-05T13:00:51.759733+00:00,dnk_redis,1.00%,39.54MiB / 3.825GiB,1.24MB / 742kB,31.2MB / 0B,9,2
2026-09-05T13:00:51.759733+00:00,dnk_postgres,5.01%,66MiB / 3.825GiB,2.24MB / 1.87MB,40.5MB / 56MB,9,2
2026-09-05T13:00:51.759733+00:00,dnk_pgvector,4.94%,45.28MiB / 3.825GiB,2.32kB / 126B,28.2MB / 307kB,9,2
2026-09-05T13:00:59.035113+00:00,cranky_kowalevski,0.00%,16.02MiB / 3.825GiB,872B / 126B,0B / 0B,9,2
2026-09-05T13:00:59.035113+00:00,gracious_bhaskara,0.00%,38.51MiB / 3.825GiB,1.82kB / 126B,24.2MB / 0B,9,2
2026-09-05T13:00:59.035113+00:00,dnk_frontend,0.00%,131MiB / 3.825GiB,2.4kB / 126B,106MB / 0B,9,2
2026-09-05T13:00:59.035113+00:00,dnk_backend,1.13%,314.2MiB / 3.825GiB,6.76MB / 9.16MB,157MB / 274kB,9,2
2026-09-05T13:00:59.035113+00:00,dnk_redis,2.71%,39.29MiB / 3.825GiB,1.24MB / 742kB,31.2MB / 0B,9,2
2026-09-05T13:00:59.035113+00:00,dnk_postgres,0.35%,65.91MiB / 3.825GiB,2.24MB / 1.87MB,40.5MB / 56MB,9,2
2026-09-05T13:00:59.035113+00:00,dnk_pgvector,0.04%,45.64MiB / 3.825GiB,2.32kB / 126B,28.2MB / 307kB,9,2
2026-09-05T13:00:59.027541+00:00,cranky_kowalevski,0.00%,16.02MiB / 3.825GiB,872B / 126B,0B / 0B,9,2
2026-09-05T13:00:59.027541+00:00,gracious_bhaskara,0.00%,38.51MiB / 3.825GiB,1.82kB / 126B,24.2MB / 0B,9,2
2026-09-05T13:00:59.027541+00:00,dnk_frontend,0.00%,131MiB / 3.825GiB,2.4kB / 126B,106MB / 0B,9,2
2026-09-05T13:00:59.027541+00:00,dnk_backend,1.13%,314.2MiB / 3.825GiB,6.76MB / 9.16MB,157MB / 274kB,9,2
2026-09-05T13:00:59.027541+00:00,dnk_redis,2.71%,39.29MiB / 3.825GiB,1.24MB / 742kB,31.2MB / 0B,9,2
2026-09-05T13:00:59.027541+00:00,dnk_postgres,0.35%,65.91MiB / 3.825GiB,2.24MB / 1.87MB,40.5MB / 56MB,9,2
2026-09-05T13:00:59.027541+00:00,dnk_pgvector,0.00%,45.64MiB / 3.825GiB,2.32kB / 126B,28.2MB / 307kB,9,2
2026-09-05T13:01:06.387581+00:00,cranky_kowalevski,0.00%,16.02MiB / 3.825GiB,872B / 126B,0B / 0B,8,2
2026-09-05T13:01:06.387581+00:00,gracious_bhaskara,0.00%,38.51MiB / 3.825GiB,1.82kB / 126B,24.2MB / 0B,8,2
2026-09-05T13:01:06.387581+00:00,dnk_frontend,0.00%,131.4MiB / 3.825GiB,2.4kB / 126B,106MB / 0B,8,2
2026-09-05T13:01:06.387581+00:00,dnk_backend,0.41%,314.2MiB / 3.825GiB,6.76MB / 9.16MB,157MB / 274kB,8,2
2026-09-05T13:01:06.387581+00:00,dnk_redis,1.26%,39.44MiB / 3.825GiB,1.24MB / 742kB,31.2MB / 0B,8,2
2026-09-05T13:01:06.387581+00:00,dnk_postgres,2.28%,73.14MiB / 3.825GiB,2.24MB / 1.87MB,40.5MB / 56MB,8,2
2026-09-05T13:01:06.387581+00:00,dnk_pgvector,2.69%,47.17MiB / 3.825GiB,2.32kB / 126B,28.2MB / 307kB,8,2
2026-09-05T13:01:06.387491+00:00,cranky_kowalevski,0.00%,16.02MiB / 3.825GiB,872B / 126B,0B / 0B,8,2
2026-09-05T13:01:06.387491+00:00,gracious_bhaskara,0.00%,38.51MiB / 3.825GiB,1.82kB / 126B,24.2MB / 0B,8,2
2026-09-05T13:01:06.387491+00:00,dnk_frontend,0.00%,131.4MiB / 3.825GiB,2.4kB / 126B,106MB / 0B,8,2
2026-09-05T13:01:06.387491+00:00,dnk_backend,0.41%,314.2MiB / 3.825GiB,6.76MB / 9.16MB,157MB / 274kB,8,2
2026-09-05T13:01:06.387491+00:00,dnk_redis,1.26%,39.44MiB / 3.825GiB,1.24MB / 742kB,31.2MB / 0B,8,2
2026-09-05T13:01:06.387491+00:00,dnk_postgres,2.28%,73.14MiB / 3.825GiB,2.24MB / 1.87MB,40.5MB / 56MB,8,2
2026-09-05T13:01:06.387491+00:00,dnk_pgvector,2.69%,47.17MiB / 3.825GiB,2.32kB / 126B,28.2MB / 307kB,8,2
2026-09-05T13:01:13.684544+00:00,cranky_kowalevski,0.00%,16.02MiB / 3.825GiB,872B / 126B,0B / 0B,8,3
2026-09-05T13:01:13.684544+00:00,gracious_bhaskara,0.00%,38.51MiB / 3.825GiB,1.82kB / 126B,24.2MB / 0B,8,3
2026-09-05T13:01:13.684544+00:00,dnk_frontend,0.00%,131.4MiB / 3.825GiB,2.4kB / 126B,106MB / 0B,8,3
2026-09-05T13:01:13.684544+00:00,dnk_backend,0.26%,314.3MiB / 3.825GiB,6.76MB / 9.16MB,157MB / 274kB,8,3
2026-09-05T13:01:13.684544+00:00,dnk_redis,3.72%,39.45MiB / 3.825GiB,1.24MB / 742kB,31.2MB / 0B,8,3
2026-09-05T13:01:13.684544+00:00,dnk_postgres,0.00%,66.29MiB / 3.825GiB,2.24MB / 1.87MB,40.5MB / 56MB,8,3
2026-09-05T13:01:13.684544+00:00,dnk_pgvector,0.02%,45.66MiB / 3.825GiB,2.32kB / 126B,28.2MB / 307kB,8,3
2026-09-05T13:01:13.683657+00:00,cranky_kowalevski,0.00%,16.02MiB / 3.825GiB,872B / 126B,0B / 0B,9,3
2026-09-05T13:01:13.683657+00:00,gracious_bhaskara,0.00%,38.51MiB / 3.825GiB,1.82kB / 126B,24.2MB / 0B,9,3
2026-09-05T13:01:13.683657+00:00,dnk_frontend,0.00%,131.4MiB / 3.825GiB,2.4kB / 126B,106MB / 0B,9,3
2026-09-05T13:01:13.683657+00:00,dnk_backend,0.26%,314.3MiB / 3.825GiB,6.76MB / 9.16MB,157MB / 274kB,9,3
2026-09-05T13:01:13.683657+00:00,dnk_redis,3.72%,39.45MiB / 3.825GiB,1.24MB / 742kB,31.2MB / 0B,9,3
2026-09-05T13:01:13.683657+00:00,dnk_postgres,0.00%,66.29MiB / 3.825GiB,2.24MB / 1.87MB,40.5MB / 56MB,9,3
2026-09-05T13:01:13.683657+00:00,dnk_pgvector,0.02%,45.66MiB / 3.825GiB,2.32kB / 126B,28.2MB / 307kB,9,3
2026-09-05T13:01:20.947244+00:00,cranky_kowalevski,0.00%,16.02MiB / 3.825GiB,872B / 126B,0B / 0B,9,3
2026-09-05T13:01:20.947244+00:00,gracious_bhaskara,0.00%,38.51MiB / 3.825GiB,1.82kB / 126B,24.2MB / 0B,9,3
2026-09-05T13:01:20.947244+00:00,dnk_frontend,0.00%,131.4MiB / 3.825GiB,2.4kB / 126B,106MB / 0B,9,3
2026-09-05T13:01:20.947244+00:00,dnk_backend,0.35%,314.3MiB / 3.825GiB,6.76MB / 9.16MB,157MB / 274kB,9,3
2026-09-05T13:01:20.947244+00:00,dnk_redis,1.32%,39.38MiB / 3.825GiB,1.24MB / 742kB,31.2MB / 0B,9,3
2026-09-05T13:01:20.947244+00:00,dnk_postgres,0.00%,66.02MiB / 3.825GiB,2.24MB / 1.87MB,40.5MB / 56MB,9,3
2026-09-05T13:01:20.947244+00:00,dnk_pgvector,0.00%,45.8MiB / 3.825GiB,2.32kB / 126B,28.2MB / 307kB,9,3
2026-09-05T13:01:20.947154+00:00,cranky_kowalevski,0.00%,16.02MiB / 3.825GiB,872B / 126B,0B / 0B,9,3
2026-09-05T13:01:20.947154+00:00,gracious_bhaskara,0.00%,38.51MiB / 3.825GiB,1.82kB / 126B,24.2MB / 0B,9,3
2026-09-05T13:01:20.947154+00:00,dnk_frontend,0.00%,131.4MiB / 3.825GiB,2.4kB / 126B,106MB / 0B,9,3
2026-09-05T13:01:20.947154+00:00,dnk_backend,0.35%,314.3MiB / 3.825GiB,6.76MB / 9.16MB,157MB / 274kB,9,3
2026-09-05T13:01:20.947154+00:00,dnk_redis,1.32%,39.38MiB / 3.825GiB,1.24MB / 742kB,31.2MB / 0B,9,3
2026-09-05T13:01:20.947154+00:00,dnk_postgres,0.00%,66.02MiB / 3.825GiB,2.24MB / 1.87MB,40.5MB / 56MB,9,3
2026-09-05T13:01:20.947154+00:00,dnk_pgvector,0.00%,45.8MiB / 3.825GiB,2.32kB / 126B,28.2MB / 307kB,9,3
2026-09-05T13:01:28.231457+00:00,cranky_kowalevski,0.00%,16.02MiB / 3.825GiB,872B / 126B,0B / 0B,9,2
2026-09-05T13:01:28.231457+00:00,gracious_bhaskara,0.00%,38.51MiB / 3.825GiB,1.82kB / 126B,24.2MB / 0B,9,2
2026-09-05T13:01:28.231457+00:00,dnk_frontend,0.00%,131.9MiB / 3.825GiB,2.4kB / 126B,106MB / 0B,9,2
2026-09-05T13:01:28.231457+00:00,dnk_backend,0.31%,314.2MiB / 3.825GiB,6.76MB / 9.16MB,157MB / 274kB,9,2
2026-09-05T13:01:28.231457+00:00,dnk_redis,0.96%,39.34MiB / 3.825GiB,1.24MB / 742kB,31.2MB / 0B,9,2
2026-09-05T13:01:28.231457+00:00,dnk_postgres,0.00%,66.12MiB / 3.825GiB,2.24MB / 1.87MB,40.5MB / 56MB,9,2
2026-09-05T13:01:28.231457+00:00,dnk_pgvector,5.11%,45.52MiB / 3.825GiB,2.32kB / 126B,28.2MB / 307kB,9,2
2026-09-05T13:01:28.231451+00:00,cranky_kowalevski,0.00%,16.02MiB / 3.825GiB,872B / 126B,0B / 0B,8,2
2026-09-05T13:01:28.231451+00:00,gracious_bhaskara,0.00%,38.51MiB / 3.825GiB,1.82kB / 126B,24.2MB / 0B,8,2
2026-09-05T13:01:28.231451+00:00,dnk_frontend,0.00%,131.9MiB / 3.825GiB,2.4kB / 126B,106MB / 0B,8,2
2026-09-05T13:01:28.231451+00:00,dnk_backend,0.31%,314.2MiB / 3.825GiB,6.76MB / 9.16MB,157MB / 274kB,8,2
2026-09-05T13:01:28.231451+00:00,dnk_redis,3.40%,39.5MiB / 3.825GiB,1.24MB / 742kB,31.2MB / 0B,8,2
2026-09-05T13:01:28.231451+00:00,dnk_postgres,0.00%,66.12MiB / 3.825GiB,2.24MB / 1.87MB,40.5MB / 56MB,8,2
2026-09-05T13:01:28.231451+00:00,dnk_pgvector,5.11%,45.52MiB / 3.825GiB,2.32kB / 126B,28.2MB / 307kB,8,2
2026-09-05T13:01:35.512569+00:00,cranky_kowalevski,0.00%,16.02MiB / 3.825GiB,872B / 126B,0B / 0B,9,2
2026-09-05T13:01:35.512569+00:00,gracious_bhaskara,0.00%,38.51MiB / 3.825GiB,1.82kB / 126B,24.2MB / 0B,9,2
2026-09-05T13:01:35.512569+00:00,dnk_frontend,0.00%,131.9MiB / 3.825GiB,2.4kB / 126B,106MB / 0B,9,2
2026-09-05T13:01:35.512569+00:00,dnk_backend,0.34%,314.2MiB / 3.825GiB,6.76MB / 9.16MB,157MB / 274kB,9,2
2026-09-05T13:01:35.512569+00:00,dnk_redis,1.32%,39.51MiB / 3.825GiB,1.24MB / 742kB,31.2MB / 0B,9,2
2026-09-05T13:01:35.512569+00:00,dnk_postgres,0.00%,66.07MiB / 3.825GiB,2.24MB / 1.87MB,40.5MB / 56MB,9,2
2026-09-05T13:01:35.512569+00:00,dnk_pgvector,0.00%,45.45MiB / 3.825GiB,2.32kB / 126B,28.2MB / 307kB,9,2
2026-09-05T13:01:35.512570+00:00,cranky_kowalevski,0.00%,16.02MiB / 3.825GiB,872B / 126B,0B / 0B,9,3
2026-09-05T13:01:35.512570+00:00,gracious_bhaskara,0.00%,38.51MiB / 3.825GiB,1.82kB / 126B,24.2MB / 0B,9,3
2026-09-05T13:01:35.512570+00:00,dnk_frontend,0.00%,131.9MiB / 3.825GiB,2.4kB / 126B,106MB / 0B,9,3
2026-09-05T13:01:35.512570+00:00,dnk_backend,0.34%,314.2MiB / 3.825GiB,6.76MB / 9.16MB,157MB / 274kB,9,3
2026-09-05T13:01:35.512570+00:00,dnk_redis,1.32%,39.51MiB / 3.825GiB,1.24MB / 742kB,31.2MB / 0B,9,3
2026-09-05T13:01:35.512570+00:00,dnk_postgres,0.00%,66.07MiB / 3.825GiB,2.24MB / 1.87MB,40.5MB / 56MB,9,3
2026-09-05T13:01:35.512570+00:00,dnk_pgvector,0.00%,45.45MiB / 3.825GiB,2.32kB / 126B,28.2MB / 307kB,9,3
2026-09-05T13:01:42.788352+00:00,cranky_kowalevski,0.00%,16.02MiB / 3.825GiB,872B / 126B,0B / 0B,9,3
2026-09-05T13:01:42.788352+00:00,gracious_bhaskara,0.00%,38.51MiB / 3.825GiB,1.82kB / 126B,24.2MB / 0B,9,3
2026-09-05T13:01:42.788352+00:00,dnk_frontend,0.00%,131.9MiB / 3.825GiB,2.4kB / 126B,106MB / 0B,9,3
2026-09-05T13:01:42.788352+00:00,dnk_backend,0.26%,314.4MiB / 3.825GiB,6.76MB / 9.16MB,157MB / 274kB,9,3
2026-09-05T13:01:42.788352+00:00,dnk_redis,1.08%,39.55MiB / 3.825GiB,1.24MB / 742kB,31.2MB / 0B,9,3
2026-09-05T13:01:42.788352+00:00,dnk_postgres,5.20%,66.22MiB / 3.825GiB,2.24MB / 1.87MB,40.5MB / 56MB,9,3
2026-09-05T13:01:42.788352+00:00,dnk_pgvector,5.26%,45.74MiB / 3.825GiB,2.32kB / 126B,28.2MB / 307kB,9,3
2026-09-05T13:01:42.788357+00:00,cranky_kowalevski,0.00%,16.02MiB / 3.825GiB,872B / 126B,0B / 0B,9,3
2026-09-05T13:01:42.788357+00:00,gracious_bhaskara,0.00%,38.51MiB / 3.825GiB,1.82kB / 126B,24.2MB / 0B,9,3
2026-09-05T13:01:42.788357+00:00,dnk_frontend,0.00%,131.9MiB / 3.825GiB,2.4kB / 126B,106MB / 0B,9,3
2026-09-05T13:01:42.788357+00:00,dnk_backend,0.26%,314.4MiB / 3.825GiB,6.76MB / 9.16MB,157MB / 274kB,9,3
2026-09-05T13:01:42.788357+00:00,dnk_redis,1.08%,39.55MiB / 3.825GiB,1.24MB / 742kB,31.2MB / 0B,9,3
2026-09-05T13:01:42.788357+00:00,dnk_postgres,5.20%,66.22MiB / 3.825GiB,2.24MB / 1.87MB,40.5MB / 56MB,9,3
