timestamp,container,cpu_perc,mem_usage,net_io,block_io,pg_connections,redis_clients
2026-09-05T13:37:26.478151+00:00,dnk_redis,2.10%,39.06MiB / 3.825GiB,1.29MB / 765kB,31.2MB / 0B,9,2
2026-09-05T13:37:26.478151+00:00,dnk_postgres,4.88%,67.02MiB / 3.825GiB,2.5MB / 2.08MB,40.5MB / 64.3MB,9,2
2026-09-05T13:37:26.478151+00:00,dnk_pgvector,5.00%,45.86MiB / 3.825GiB,2.39kB / 126B,28.2MB / 307kB,9,2
2026-09-05T13:37:26.480450+00:00,cranky_kowalevski,0.00%,16.27MiB / 3.825GiB,872B / 126B,0B / 0B,9,2
2026-09-05T13:37:26.480450+00:00,gracious_bhaskara,0.00%,38.29MiB / 3.825GiB,1.82kB / 126B,24.2MB / 0B,9,2
2026-09-05T13:37:26.480450+00:00,dnk_frontend,0.00%,132MiB / 3.825GiB,2.47kB / 126B,106MB / 0B,9,2
2026-09-05T13:37:26.480450+00:00,dnk_backend,0.29%,302.2MiB / 3.825GiB,6.79MB / 9.19MB,157MB / 291kB,9,2
2026-09-05T13:37:26.480450+00:00,dnk_redis,2.10%,39.06MiB / 3.825GiB,1.29MB / 765kB,31.2MB / 0B,9,2
2026-09-05T13:37:26.480450+00:00,dnk_postgres,4.88%,67.02MiB / 3.825GiB,2.5MB / 2.08MB,40.5MB / 64.3MB,9,2
2026-09-05T13:37:26.480450+00:00,dnk_pgvector,5.00%,45.86MiB / 3.825GiB,2.39kB / 126B,28.2MB / 307kB,9,2
2026-09-05T13:37:33.751665+00:00,cranky_kowalevski,0.00%,16.27MiB / 3.825GiB,872B / 126B,0B / 0B,9,2
2026-09-05T13:37:33.751665+00:00,gracious_bhaskara,0.00%,38.29MiB / 3.825GiB,1.82kB / 126B,24.2MB / 0B,9,2
2026-09-05T13:37:33.751665+00:00,dnk_frontend,0.00%,133.2MiB / 3.825GiB,2.47kB / 126B,106MB / 0B,9,2
2026-09-05T13:37:33.751665+00:00,dnk_backend,0.25%,302.2MiB / 3.825GiB,6.79MB / 9.19MB,157MB / 291kB,9,2
2026-09-05T13:37:33.751665+00:00,dnk_redis,1.12%,39.38MiB / 3.825GiB,1.29MB / 765kB,31.2MB / 0B,9,2
2026-09-05T13:37:33.751665+00:00,dnk_postgres,0.01%,67.21MiB / 3.825GiB,2.5MB / 2.08MB,40.5MB / 64.3MB,9,2
2026-09-05T13:37:33.751665+00:00,dnk_pgvector,0.00%,45.47MiB / 3.825GiB,2.39kB / 126B,28.2MB / 307kB,9,2
2026-09-05T13:37:33.755675+00:00,cranky_kowalevski,0.00%,16.27MiB / 3.825GiB,872B / 126B,0B / 0B,9,2
2026-09-05T13:37:33.755675+00:00,gracious_bhaskara,0.00%,38.29MiB / 3.825GiB,1.82kB / 126B,24.2MB / 0B,9,2
2026-09-05T13:37:33.755675+00:00,dnk_frontend,0.00%,133.2MiB / 3.825GiB,2.47kB / 126B,106MB / 0B,9,2
2026-09-05T13:37:33.755675+00:00,dnk_backend,0.25%,302.2MiB / 3.825GiB,6.79MB / 9.19MB,157MB / 291kB,9,2
2026-09-05T13:37:33.755675+00:00,dnk_redis,1.12%,39.38MiB / 3.825GiB,1.29MB / 765kB,31.2MB / 0B,9,2
2026-09-05T13:37:33.755675+00:00,dnk_postgres,0.01%,67.21MiB / 3.825GiB,2.5MB / 2.08MB,40.5MB / 64.3MB,9,2
2026-09-05T13:37:33.755675+00:00,dnk_pgvector,0.00%,45.47MiB / 3.825GiB,2.39kB / 126B,28.2MB / 307kB,9,2
2026-09-05T13:37:41.024747+00:00,cranky_kowalevski,0.00%,16.27MiB / 3.825GiB,872B / 126B,0B / 0B,9,2
2026-09-05T13:37:41.024747+00:00,gracious_bhaskara,0.00%,38.29MiB / 3.825GiB,1.82kB / 126B,24.2MB / 0B,9,2
2026-09-05T13:37:41.024747+00:00,dnk_frontend,0.00%,133.2MiB / 3.825GiB,2.47kB / 126B,106MB / 0B,9,2
2026-09-05T13:37:41.024747+00:00,dnk_backend,0.23%,301.9MiB / 3.825GiB,6.79MB / 9.19MB,157MB / 291kB,9,2
2026-09-05T13:37:41.024747+00:00,dnk_redis,1.07%,39.31MiB / 3.825GiB,1.29MB / 765kB,31.2MB / 0B,9,2
2026-09-05T13:37:41.024747+00:00,dnk_postgres,0.00%,66.92MiB / 3.825GiB,2.5MB / 2.08MB,40.5MB / 64.3MB,9,2
2026-09-05T13:37:41.024747+00:00,dnk_pgvector,0.00%,45.56MiB / 3.825GiB,2.39kB / 126B,28.2MB / 307kB,9,2
2026-09-05T13:37:41.024748+00:00,cranky_kowalevski,0.00%,16.27MiB / 3.825GiB,872B / 126B,0B / 0B,9,2
2026-09-05T13:37:41.024748+00:00,gracious_bhaskara,0.00%,38.29MiB / 3.825GiB,1.82kB / 126B,24.2MB / 0B,9,2
2026-09-05T13:37:41.024748+00:00,dnk_frontend,0.00%,133.2MiB / 3.825GiB,2.47kB / 126B,106MB / 0B,9,2
2026-09-05T13:37:41.024748+00:00,dnk_backend,0.23%,301.9MiB / 3.825GiB,6.79MB / 9.19MB,157MB / 291kB,9,2
2026-09-05T13:37:41.024748+00:00,dnk_redis,1.07%,39.31MiB / 3.825GiB,1.29MB / 765kB,31.2MB / 0B,9,2
2026-09-05T13:37:41.024748+00:00,dnk_postgres,0.00%,66.92MiB / 3.825GiB,2.5MB / 2.08MB,40.5MB / 64.3MB,9,2
2026-09-05T13:37:41.024748+00:00,dnk_pgvector,0.00%,45.56MiB / 3.825GiB,2.39kB / 126B,28.2MB / 307kB,9,2
2026-09-05T13:37:48.305118+00:00,cranky_kowalevski,0.00%,16.27MiB / 3.825GiB,872B / 126B,0B / 0B,9,3
2026-09-05T13:37:48.305118+00:00,gracious_bhaskara,0.00%,38.29MiB / 3.825GiB,1.82kB / 126B,24.2MB / 0B,9,3
2026-09-05T13:37:48.305118+00:00,dnk_frontend,0.00%,133.2MiB / 3.825GiB,2.47kB / 126B,106MB / 0B,9,3
2026-09-05T13:37:48.305118+00:00,dnk_backend,0.27%,301.9MiB / 3.825GiB,6.79MB / 9.19MB,157MB / 291kB,9,3
2026-09-05T13:37:48.305118+00:00,dnk_redis,1.18%,39.73MiB / 3.825GiB,1.29MB / 765kB,31.2MB / 0B,9,3
2026-09-05T13:37:48.305118+00:00,dnk_postgres,0.02%,66.57MiB / 3.825GiB,2.5MB / 2.08MB,40.5MB / 64.3MB,9,3
2026-09-05T13:37:48.305118+00:00,dnk_pgvector,0.02%,45.55MiB / 3.825GiB,2.39kB / 126B,28.2MB / 307kB,9,3
2026-09-05T13:37:48.295677+00:00,cranky_kowalevski,0.00%,16.27MiB / 3.825GiB,872B / 126B,0B / 0B,9,3
2026-09-05T13:37:48.295677+00:00,gracious_bhaskara,0.00%,38.29MiB / 3.825GiB,1.82kB / 126B,24.2MB / 0B,9,3
2026-09-05T13:37:48.295677+00:00,dnk_frontend,0.00%,133.2MiB / 3.825GiB,2.47kB / 126B,106MB / 0B,9,3
2026-09-05T13:37:48.295677+00:00,dnk_backend,0.27%,301.9MiB / 3.825GiB,6.79MB / 9.19MB,157MB / 291kB,9,3
2026-09-05T13:37:48.295677+00:00,dnk_redis,1.18%,39.73MiB / 3.825GiB,1.29MB / 765kB,31.2MB / 0B,9,3
2026-09-05T13:37:48.295677+00:00,dnk_postgres,0.02%,66.57MiB / 3.825GiB,2.5MB / 2.08MB,40.5MB / 64.3MB,9,3
2026-09-05T13:37:48.295677+00:00,dnk_pgvector,0.02%,45.55MiB / 3.825GiB,2.39kB / 126B,28.2MB / 307kB,9,3
2026-09-05T13:37:55.552332+00:00,cranky_kowalevski,0.00%,16.27MiB / 3.825GiB,872B / 126B,0B / 0B,9,2
2026-09-05T13:37:55.552332+00:00,gracious_bhaskara,0.00%,38.29MiB / 3.825GiB,1.82kB / 126B,24.2MB / 0B,9,2
2026-09-05T13:37:55.552332+00:00,dnk_frontend,0.00%,131.3MiB / 3.825GiB,2.47kB / 126B,106MB / 0B,9,2
2026-09-05T13:37:55.552332+00:00,dnk_backend,0.32%,302.3MiB / 3.825GiB,6.79MB / 9.19MB,157MB / 291kB,9,2
2026-09-05T13:37:55.552332+00:00,dnk_redis,2.45%,40.01MiB / 3.825GiB,1.29MB / 765kB,31.2MB / 0B,9,2
2026-09-05T13:37:55.552332+00:00,dnk_postgres,0.00%,67.03MiB / 3.825GiB,2.5MB / 2.08MB,40.5MB / 64.3MB,9,2
2026-09-05T13:37:55.552332+00:00,dnk_pgvector,0.00%,45.68MiB / 3.825GiB,2.39kB / 126B,28.2MB / 307kB,9,2
2026-09-05T13:37:55.544056+00:00,cranky_kowalevski,0.00%,16.27MiB / 3.825GiB,872B / 126B,0B / 0B,9,2
2026-09-05T13:37:55.544056+00:00,gracious_bhaskara,0.00%,38.29MiB / 3.825GiB,1.82kB / 126B,24.2MB / 0B,9,2
2026-09-05T13:37:55.544056+00:00,dnk_frontend,0.00%,131.3MiB / 3.825GiB,2.47kB / 126B,106MB / 0B,9,2
2026-09-05T13:37:55.544056+00:00,dnk_backend,0.32%,302.3MiB / 3.825GiB,6.79MB / 9.19MB,157MB / 291kB,9,2
2026-09-05T13:37:55.544056+00:00,dnk_redis,2.45%,40.01MiB / 3.825GiB,1.29MB / 765kB,31.2MB / 0B,9,2
2026-09-05T13:37:55.544056+00:00,dnk_postgres,0.00%,67.03MiB / 3.825GiB,2.5MB / 2.08MB,40.5MB / 64.3MB,9,2
2026-09-05T13:37:55.544056+00:00,dnk_pgvector,0.00%,45.68MiB / 3.825GiB,2.39kB / 126B,28.2MB / 307kB,9,2
2026-09-05T13:38:02.818100+00:00,cranky_kowalevski,0.00%,16.27MiB / 3.825GiB,872B / 126B,0B / 0B,9,2
2026-09-05T13:38:02.818100+00:00,gracious_bhaskara,0.00%,38.29MiB / 3.825GiB,1.82kB / 126B,24.2MB / 0B,9,2
2026-09-05T13:38:02.818100+00:00,dnk_frontend,0.14%,131.3MiB / 3.825GiB,2.47kB / 126B,106MB / 0B,9,2
2026-09-05T13:38:02.818100+00:00,dnk_backend,0.36%,302.3MiB / 3.825GiB,6.79MB / 9.19MB,157MB / 291kB,9,2
2026-09-05T13:38:02.818100+00:00,dnk_redis,1.07%,39.47MiB / 3.825GiB,1.29MB / 765kB,31.2MB / 0B,9,2
2026-09-05T13:38:02.818100+00:00,dnk_postgres,0.01%,66.8MiB / 3.825GiB,2.5MB / 2.08MB,40.5MB / 64.3MB,9,2
2026-09-05T13:38:02.818100+00:00,dnk_pgvector,0.07%,45.33MiB / 3.825GiB,2.39kB / 126B,28.2MB / 307kB,9,2
2026-09-05T13:38:02.811970+00:00,cranky_kowalevski,0.00%,16.27MiB / 3.825GiB,872B / 126B,0B / 0B,9,2
2026-09-05T13:38:02.811970+00:00,gracious_bhaskara,0.00%,38.29MiB / 3.825GiB,1.82kB / 126B,24.2MB / 0B,9,2
2026-09-05T13:38:02.811970+00:00,dnk_frontend,0.14%,131.3MiB / 3.825GiB,2.47kB / 126B,106MB / 0B,9,2
2026-09-05T13:38:02.811970+00:00,dnk_backend,0.36%,302.3MiB / 3.825GiB,6.79MB / 9.19MB,157MB / 291kB,9,2
2026-09-05T13:38:02.811970+00:00,dnk_redis,1.07%,39.47MiB / 3.825GiB,1.29MB / 765kB,31.2MB / 0B,9,2
2026-09-05T13:38:02.811970+00:00,dnk_postgres,0.01%,66.8MiB / 3.825GiB,2.5MB / 2.08MB,40.5MB / 64.3MB,9,2
2026-09-05T13:38:02.811970+00:00,dnk_pgvector,5.39%,45.33MiB / 3.825GiB,2.39kB / 126B,28.2MB / 307kB,9,2
2026-09-05T13:38:10.132168+00:00,cranky_kowalevski,0.00%,16.27MiB / 3.825GiB,872B / 126B,0B / 0B,9,2
2026-09-05T13:38:10.132168+00:00,gracious_bhaskara,0.00%,38.29MiB / 3.825GiB,1.82kB / 126B,24.2MB / 0B,9,2
2026-09-05T13:38:10.132168+00:00,dnk_frontend,0.00%,131.3MiB / 3.825GiB,2.47kB / 126B,106MB / 0B,9,2
2026-09-05T13:38:10.132168+00:00,dnk_backend,0.30%,302.1MiB / 3.825GiB,6.79MB / 9.19MB,157MB / 291kB,9,2
2026-09-05T13:38:10.132168+00:00,dnk_redis,3.40%,39.52MiB / 3.825GiB,1.29MB / 765kB,31.2MB / 0B,9,2
2026-09-05T13:38:10.132168+00:00,dnk_postgres,0.00%,66.47MiB / 3.825GiB,2.5MB / 2.08MB,40.5MB / 64.3MB,9,2
2026-09-05T13:38:10.132168+00:00,dnk_pgvector,0.00%,45.59MiB / 3.825GiB,2.39kB / 126B,28.2MB / 307kB,9,2
2026-09-05T13:38:10.130398+00:00,cranky_kowalevski,0.00%,16.27MiB / 3.825GiB,872B / 126B,0B / 0B,9,2
2026-09-05T13:38:10.130398+00:00,gracious_bhaskara,0.00%,38.29MiB / 3.825GiB,1.82kB / 126B,24.2MB / 0B,9,2
2026-09-05T13:38:10.130398+00:00,dnk_frontend,0.00%,131.3MiB / 3.825GiB,2.47kB / 126B,106MB / 0B,9,2
2026-09-05T13:38:10.130398+00:00,dnk_backend,0.30%,302.1MiB / 3.825GiB,6.79MB / 9.19MB,157MB / 291kB,9,2
2026-09-05T13:38:10.130398+00:00,dnk_redis,3.40%,39.52MiB / 3.825GiB,1.29MB / 765kB,31.2MB / 0B,9,2
2026-09-05T13:38:10.130398+00:00,dnk_postgres,0.00%,66.47MiB / 3.825GiB,2.5MB / 2.08MB,40.5MB / 64.3MB,9,2
2026-09-05T13:38:10.130398+00:00,dnk_pgvector,0.00%,45.59MiB / 3.825GiB,2.39kB / 126B,28.2MB / 307kB,9,2
2026-09-05T13:38:17.391349+00:00,cranky_kowalevski,0.00%,16.27MiB / 3.825GiB,872B / 126B,0B / 0B,9,2
2026-09-05T13:38:17.391349+00:00,gracious_bhaskara,0.00%,38.29MiB / 3.825GiB,1.82kB / 126B,24.2MB / 0B,9,2
2026-09-05T13:38:17.391349+00:00,dnk_frontend,0.00%,131.8MiB / 3.825GiB,2.47kB / 126B,106MB / 0B,9,2
2026-09-05T13:38:17.391349+00:00,dnk_backend,0.22%,302.1MiB / 3.825GiB,6.79MB / 9.19MB,157MB / 291kB,9,2
2026-09-05T13:38:17.391349+00:00,dnk_redis,0.95%,39.41MiB / 3.825GiB,1.29MB / 765kB,31.2MB / 0B,9,2
2026-09-05T13:38:17.391349+00:00,dnk_postgres,4.88%,66.76MiB / 3.825GiB,2.5MB / 2.08MB,40.5MB / 64.3MB,9,2
2026-09-05T13:38:17.391349+00:00,dnk_pgvector,0.00%,45.7MiB / 3.825GiB,2.39kB / 126B,28.2MB / 307kB,9,2
2026-09-05T13:38:17.390102+00:00,cranky_kowalevski,0.00%,16.27MiB / 3.825GiB,872B / 126B,0B / 0B,9,2
2026-09-05T13:38:17.390102+00:00,gracious_bhaskara,0.00%,38.29MiB / 3.825GiB,1.82kB / 126B,24.2MB / 0B,9,2
2026-09-05T13:38:17.390102+00:00,dnk_frontend,0.00%,131.8MiB / 3.825GiB,2.47kB / 126B,106MB / 0B,9,2
2026-09-05T13:38:17.390102+00:00,dnk_backend,0.22%,302.1MiB / 3.825GiB,6.79MB / 9.19MB,157MB / 291kB,9,2
2026-09-05T13:38:17.390102+00:00,dnk_redis,0.95%,39.41MiB / 3.825GiB,1.29MB / 765kB,31.2MB / 0B,9,2
2026-09-05T13:38:17.390102+00:00,dnk_postgres,4.88%,66.76MiB / 3.825GiB,2.5MB / 2.08MB,40.5MB / 64.3MB,9,2
2026-09-05T13:38:17.390102+00:00,dnk_pgvector,0.00%,45.7MiB / 3.825GiB,2.39kB / 126B,28.2MB / 307kB,9,2
2026-09-05T13:38:24.698047+00:00,cranky_kowalevski,0.00%,16.27MiB / 3.825GiB,872B / 126B,0B / 0B,9,2
2026-09-05T13:38:24.698047+00:00,gracious_bhaskara,0.00%,38.29MiB / 3.825GiB,1.82kB / 126B,24.2MB / 0B,9,2
2026-09-05T13:38:24.698047+00:00,dnk_frontend,0.00%,131.8MiB / 3.825GiB,2.47kB / 126B,106MB / 0B,9,2
2026-09-05T13:38:24.698047+00:00,dnk_backend,0.22%,302.2MiB / 3.825GiB,6.79MB / 9.19MB,157MB / 291kB,9,2
2026-09-05T13:38:24.698047+00:00,dnk_redis,1.09%,39.57MiB / 3.825GiB,1.29MB / 765kB,31.2MB / 0B,9,2
2026-09-05T13:38:24.698047+00:00,dnk_postgres,0.01%,67.11MiB / 3.825GiB,2.5MB / 2.08MB,40.5MB / 64.3MB,9,2
2026-09-05T13:38:24.698047+00:00,dnk_pgvector,0.00%,45.43MiB / 3.825GiB,2.39kB / 126B,28.2MB / 307kB,9,2
2026-09-05T13:38:24.696945+00:00,cranky_kowalevski,0.00%,16.27MiB / 3.825GiB,872B / 126B,0B / 0B,9,2
2026-09-05T13:38:24.696945+00:00,gracious_bhaskara,0.00%,38.29MiB / 3.825GiB,1.82kB / 126B,24.2MB / 0B,9,2
2026-09-05T13:38:24.696945+00:00,dnk_frontend,0.00%,131.8MiB / 3.825GiB,2.47kB / 126B,106MB / 0B,9,2
2026-09-05T13:38:24.696945+00:00,dnk_backend,0.22%,302.2MiB / 3.825GiB,6.79MB / 9.19MB,157MB / 291kB,9,2
2026-09-05T13:38:24.696945+00:00,dnk_redis,0.96%,39.57MiB / 3.825GiB,1.29MB / 765kB,31.2MB / 0B,9,2
2026-09-05T13:38:24.696945+00:00,dnk_postgres,0.01%,67.11MiB / 3.825GiB,2.5MB / 2.08MB,40.5MB / 64.3MB,9,2
2026-09-05T13:38:24.696945+00:00,dnk_pgvector,0.00%,45.43MiB / 3.825GiB,2.39kB / 126B,28.2MB / 307kB,9,2
2026-09-05T13:38:31.993133+00:00,cranky_kowalevski,0.00%,16.27MiB / 3.825GiB,872B / 126B,0B / 0B,9,2
2026-09-05T13:38:31.993133+00:00,gracious_bhaskara,0.00%,38.29MiB / 3.825GiB,1.82kB / 126B,24.2MB / 0B,9,2
2026-09-05T13:38:31.993133+00:00,dnk_frontend,7.18%,131.4MiB / 3.825GiB,2.47kB / 126B,106MB / 0B,9,2
2026-09-05T13:38:31.993133+00:00,dnk_backend,0.99%,302MiB / 3.825GiB,6.79MB / 9.19MB,157MB / 291kB,9,2
2026-09-05T13:38:31.993133+00:00,dnk_redis,1.02%,39.45MiB / 3.825GiB,1.29MB / 765kB,31.2MB / 0B,9,2
2026-09-05T13:38:31.993133+00:00,dnk_postgres,3.70%,66.68MiB / 3.825GiB,2.5MB / 2.08MB,40.5MB / 64.3MB,9,2
2026-09-05T13:38:31.993133+00:00,dnk_pgvector,0.00%,45.49MiB / 3.825GiB,2.39kB / 126B,28.2MB / 307kB,9,2
2026-09-05T13:38:31.993203+00:00,cranky_kowalevski,0.00%,16.27MiB / 3.825GiB,872B / 126B,0B / 0B,9,2
2026-09-05T13:38:31.993203+00:00,gracious_bhaskara,0.00%,38.29MiB / 3.825GiB,1.82kB / 126B,24.2MB / 0B,9,2
2026-09-05T13:38:31.993203+00:00,dnk_frontend,7.18%,131.4MiB / 3.825GiB,2.47kB / 126B,106MB / 0B,9,2
2026-09-05T13:38:31.993203+00:00,dnk_backend,0.99%,302MiB / 3.825GiB,6.79MB / 9.19MB,157MB / 291kB,9,2
2026-09-05T13:38:31.993203+00:00,dnk_redis,1.02%,39.45MiB / 3.825GiB,1.29MB / 765kB,31.2MB / 0B,9,2
2026-09-05T13:38:31.993203+00:00,dnk_postgres,3.70%,66.68MiB / 3.825GiB,2.5MB / 2.08MB,40.5MB / 64.3MB,9,2
2026-09-05T13:38:31.993203+00:00,dnk_pgvector,0.00%,45.49MiB / 3.825GiB,2.39kB / 126B,28.2MB / 307kB,9,2
2026-09-05T13:38:39.372224+00:00,cranky_kowalevski,0.00%,16.27MiB / 3.825GiB,872B / 126B,0B / 0B,9,2
2026-09-05T13:38:39.372224+00:00,gracious_bhaskara,0.00%,38.29MiB / 3.825GiB,1.82kB / 126B,24.2MB / 0B,9,2
2026-09-05T13:38:39.372224+00:00,dnk_frontend,0.00%,131.4MiB / 3.825GiB,2.47kB / 126B,106MB / 0B,9,2
2026-09-05T13:38:39.372224+00:00,dnk_backend,0.26%,302MiB / 3.825GiB,6.79MB / 9.19MB,157MB / 291kB,9,2
2026-09-05T13:38:39.372224+00:00,dnk_redis,0.93%,39.54MiB / 3.825GiB,1.29MB / 765kB,31.2MB / 0B,9,2
2026-09-05T13:38:39.372224+00:00,dnk_postgres,0.00%,67.11MiB / 3.825GiB,2.5MB / 2.08MB,40.5MB / 64.3MB,9,2
2026-09-05T13:38:39.372224+00:00,dnk_pgvector,0.00%,45.49MiB / 3.825GiB,2.39kB / 126B,28.2MB / 307kB,9,2
2026-09-05T13:38:39.375388+00:00,cranky_kowalevski,0.00%,16.27MiB / 3.825GiB,872B / 126B,0B / 0B,9,2
2026-09-05T13:38:39.375388+00:00,gracious_bhaskara,0.00%,38.29MiB / 3.825GiB,1.82kB / 126B,24.2MB / 0B,9,2
2026-09-05T13:38:39.375388+00:00,dnk_frontend,0.00%,131.4MiB / 3.825GiB,2.47kB / 126B,106MB / 0B,9,2
2026-09-05T13:38:39.375388+00:00,dnk_backend,0.26%,302MiB / 3.825GiB,6.79MB / 9.19MB,157MB / 291kB,9,2
2026-09-05T13:38:39.375388+00:00,dnk_redis,0.93%,39.54MiB / 3.825GiB,1.29MB / 765kB,31.2MB / 0B,9,2
2026-09-05T13:38:39.375388+00:00,dnk_postgres,0.00%,67.11MiB / 3.825GiB,2.5MB / 2.08MB,40.5MB / 64.3MB,9,2
2026-09-05T13:38:39.375388+00:00,dnk_pgvector,0.00%,45.49MiB / 3.825GiB,2.39kB / 126B,28.2MB / 307kB,9,2
2026-09-05T13:38:46.694163+00:00,cranky_kowalevski,0.00%,16.27MiB / 3.825GiB,872B / 126B,0B / 0B,9,2
2026-09-05T13:38:46.694163+00:00,gracious_bhaskara,0.00%,38.29MiB / 3.825GiB,1.82kB / 126B,24.2MB / 0B,9,2
2026-09-05T13:38:46.694163+00:00,dnk_frontend,0.00%,131.4MiB / 3.825GiB,2.47kB / 126B,106MB / 0B,9,2
2026-09-05T13:38:46.694163+00:00,dnk_backend,0.30%,301.9MiB / 3.825GiB,6.79MB / 9.19MB,157MB / 291kB,9,2
2026-09-05T13:38:46.694163+00:00,dnk_redis,1.13%,38.94MiB / 3.825GiB,1.29MB / 765kB,31.2MB / 0B,9,2
2026-09-05T13:38:46.694163+00:00,dnk_postgres,0.03%,67.36MiB / 3.825GiB,2.5MB / 2.08MB,40.5MB / 64.3MB,9,2
2026-09-05T13:38:46.694163+00:00,dnk_pgvector,0.00%,45.62MiB / 3.825GiB,2.39kB / 126B,28.2MB / 307kB,9,2
2026-09-05T13:38:46.694162+00:00,cranky_kowalevski,0.00%,16.27MiB / 3.825GiB,872B / 126B,0B / 0B,9,2
2026-09-05T13:38:46.694162+00:00,gracious_bhaskara,0.00%,38.29MiB / 3.825GiB,1.82kB / 126B,24.2MB / 0B,9,2
2026-09-05T13:38:46.694162+00:00,dnk_frontend,0.00%,131.4MiB / 3.825GiB,2.47kB / 126B,106MB / 0B,9,2
2026-09-05T13:38:46.694162+00:00,dnk_backend,0.30%,301.9MiB / 3.825GiB,6.79MB / 9.19MB,157MB / 291kB,9,2
2026-09-05T13:38:46.694162+00:00,dnk_redis,1.13%,38.94MiB / 3.825GiB,1.29MB / 765kB,31.2MB / 0B,9,2
2026-09-05T13:38:46.694162+00:00,dnk_postgres,0.03%,67.36MiB / 3.825GiB,2.5MB / 2.08MB,40.5MB / 64.3MB,9,2
2026-09-05T13:38:46.694162+00:00,dnk_pgvector,0.00%,45.62MiB / 3.825GiB,2.39kB / 126B,28.2MB / 307kB,9,2
2026-09-05T13:38:53.973211+00:00,cranky_kowalevski,0.00%,16.27MiB / 3.825GiB,872B / 126B,0B / 0B,9,2
2026-09-05T13:38:53.973211+00:00,gracious_bhaskara,0.00%,38.29MiB / 3.825GiB,1.82kB / 126B,24.2MB / 0B,9,2
2026-09-05T13:38:53.973211+00:00,dnk_frontend,0.00%,131.9MiB / 3.825GiB,2.47kB / 126B,106MB / 0B,9,2
2026-09-05T13:38:53.973211+00:00,dnk_backend,3.56%,301.9MiB / 3.825GiB,6.79MB / 9.19MB,157MB / 291kB,9,2
2026-09-05T13:38:53.973211+00:00,dnk_redis,1.06%,39.44MiB / 3.825GiB,1.29MB / 766kB,31.2MB / 0B,9,2
2026-09-05T13:38:53.973211+00:00,dnk_postgres,0.00%,67.12MiB / 3.825GiB,2.5MB / 2.08MB,40.5MB / 64.3MB,9,2
2026-09-05T13:38:53.973211+00:00,dnk_pgvector,0.05%,45.71MiB / 3.825GiB,2.39kB / 126B,28.2MB / 307kB,9,2
2026-09-05T13:38:53.976312+00:00,cranky_kowalevski,0.00%,16.27MiB / 3.825GiB,872B / 126B,0B / 0B,9,3
2026-09-05T13:38:53.976312+00:00,gracious_bhaskara,0.00%,38.29MiB / 3.825GiB,1.82kB / 126B,24.2MB / 0B,9,3
2026-09-05T13:38:53.976312+00:00,dnk_frontend,0.00%,131.9MiB / 3.825GiB,2.47kB / 126B,106MB / 0B,9,3
2026-09-05T13:38:53.976312+00:00,dnk_backend,3.56%,301.9MiB / 3.825GiB,6.79MB / 9.19MB,157MB / 291kB,9,3
2026-09-05T13:38:53.976312+00:00,dnk_redis,1.06%,39.44MiB / 3.825GiB,1.29MB / 766kB,31.2MB / 0B,9,3
2026-09-05T13:38:53.976312+00:00,dnk_postgres,0.00%,67.12MiB / 3.825GiB,2.5MB / 2.08MB,40.5MB / 64.3MB,9,3
2026-09-05T13:38:53.976312+00:00,dnk_pgvector,0.05%,45.71MiB / 3.825GiB,2.39kB / 126B,28.2MB / 307kB,9,3
2026-09-05T13:39:01.222013+00:00,cranky_kowalevski,0.00%,16.27MiB / 3.825GiB,872B / 126B,0B / 0B,9,2
2026-09-05T13:39:01.222013+00:00,gracious_bhaskara,0.00%,38.29MiB / 3.825GiB,1.82kB / 126B,24.2MB / 0B,9,2
2026-09-05T13:39:01.222013+00:00,dnk_frontend,0.00%,131.9MiB / 3.825GiB,2.47kB / 126B,106MB / 0B,9,2
2026-09-05T13:39:01.222013+00:00,dnk_backend,0.26%,301.8MiB / 3.825GiB,6.79MB / 9.19MB,157MB / 291kB,9,2
2026-09-05T13:39:01.222013+00:00,dnk_redis,2.95%,39.02MiB / 3.825GiB,1.29MB / 766kB,31.2MB / 0B,9,2
2026-09-05T13:39:01.222013+00:00,dnk_postgres,0.04%,66.88MiB / 3.825GiB,2.5MB / 2.08MB,40.5MB / 64.3MB,9,2
2026-09-05T13:39:01.222013+00:00,dnk_pgvector,0.00%,45.85MiB / 3.825GiB,2.39kB / 126B,28.2MB / 307kB,9,2
2026-09-05T13:39:01.221631+00:00,cranky_kowalevski,0.00%,16.27MiB / 3.825GiB,872B / 126B,0B / 0B,9,2
2026-09-05T13:39:01.221631+00:00,gracious_bhaskara,0.00%,38.29MiB / 3.825GiB,1.82kB / 126B,24.2MB / 0B,9,2
2026-09-05T13:39:01.221631+00:00,dnk_frontend,0.00%,131.9MiB / 3.825GiB,2.47kB / 126B,106MB / 0B,9,2
2026-09-05T13:39:01.221631+00:00,dnk_backend,0.26%,301.8MiB / 3.825GiB,6.79MB / 9.19MB,157MB / 291kB,9,2
2026-09-05T13:39:01.221631+00:00,dnk_redis,2.95%,39.02MiB / 3.825GiB,1.29MB / 766kB,31.2MB / 0B,9,2
2026-09-05T13:39:01.221631+00:00,dnk_postgres,0.04%,66.88MiB / 3.825GiB,2.5MB / 2.08MB,40.5MB / 64.3MB,9,2
2026-09-05T13:39:01.221631+00:00,dnk_pgvector,0.00%,45.85MiB / 3.825GiB,2.39kB / 126B,28.2MB / 307kB,9,2
